session_name,paper_id,title,authors,institutions,abstract,pdf_url,pdf_available,doi,page_number,received_date,accepted_date
MOPCO - Monday Poster Session,MOPCO25,Design and development of turn-by-turn and bunch-by-bunch high-speed 128-channel data acquisition electronics applied,J. Wu; K. Gu; Z. Li; X. Qiu  Institute,,"to the HIAF facilityReal-time precision monitoring of beam profiles and emittance parameters in the High-Intensity Heavy-Ion Accelerator Facility (HIAF) presents critical challenges for analyzing collective beam effects and optimizing operations. During acceleration phases requiring sub-microsecond temporal resolution (0.1-2.048 MHz cyclotron frequency), we developed a heterogeneous computing-based diagnostic system achieving 15 MS/s 128-channel synchronous sampling.The hardware integrates ZYNQ-UltraScale+ MPSoC with eight Kintex-7 FPGAs through a custom nanosecond-synchronized backplane, delivering 26.88 GS/s parallel throughput. A phase-locked adaptive algorithm using multi-channel SUM values enables dynamic frequency matching and real-time turn-by-turn processing. Coupled with multi-wire detectors and residual gas probes (IPM), the system resolves transverse beam profiles (≤500 ns/turn) and longitudinal charge dynamics simultaneously, enabling full 4D phase-space reconstruction for unprecedented accelerator control., , , S. LU,  of Modern Physics, Chinese Academy of Sciences",https://meow.elettra.eu/90/pdf/MOPCO25.pdf,False,https://doi.org/10.18429/JACoW-IBIC2025-MOPCO25,,,
MOPCO - Monday Poster Session,MOPCO26,Design and Simulation of Miniaturized Permanent Magnet Arrays for Compact Diagnostic Applications128,Aflyatunova; G. Travish; Welsch,Cockcroft Institute,"This paper presents the design and simulation of miniaturized permanent magnet configurations for Nuclear Magnetic Resonance (NMR) applications where compactness and field quality are critical. Traditional NMR systems require large and costly equipment to achieve high magnetic field uniformity, which limits portability and broader diagnostic use. We investigate compact magnet geometries, including H-type and Halbach arrays, evaluating their field strength and homogeneity. Special attention is given to the trade-off between device miniaturization and achievable field uniformity, a key factor in measurement sensitivity. Through computational modelling, we establish a framework for quantifying and optimizing magnetic field homogeneity, providing design strategies relevant for portable diagnostic instrumentation and potential applications where in-situ, non-invasive measurements are required.D. , University of LiverpoolC. , University of Liverpool, University of Liverpool; Cockcroft InstituteG. Gao,   ViBo Health 10.18429/JACoW-IBIC2025-MOPCO26 07 Sep 2025 —  —  —",https://meow.elettra.eu/90/pdf/MOPCO26.pdf,True,https://doi.org/10.18429/JACoW-IBIC2025-MOPCO26,,,
MOPCO - Monday Poster Session,MOPCO28,Web Streaming Integration for the TLS Beam Size Monitoring Broadcast System132The beam size monitor broadcast system at,J. Liao; C. Wu; Wu; C. Liao; L. Hsu,National Synchrotron Radiation Research Center,"the Taiwan Light Source (TLS) has traditionally used analog coaxial cables and modulators to transmit measurement images and data to control rooms and beamline stations via televisions and tuners. While simple and network-independent, this setup suffers from low resolution, frequent interference, and aging hardware with no ongoing maintenance. This paper presents a lightweight, non-intrusive upgrade that replaces the legacy system with a web-based real-time streaming solution. By capturing the existing output from the measurement system and streaming it using standard web technologies, users can access beam size visuals on any browser-enabled device, gaining better image quality and improved stability while eliminating traditional broadcast maintenance. As TLS is scheduled to be decommissioned in 2027, this solution offers a fast, low-risk, and cost-effective modernization path without altering existing instruments or computing environments. The system is currently under testing, and this paper describes its architecture, implementation, and preliminary results., , , , Z.  10.18429/JACoW-IBIC2025-MOPCO28 27 Aug 2025 —  —  —",https://meow.elettra.eu/90/pdf/MOPCO28.pdf,True,https://doi.org/10.18429/JACoW-IBIC2025-MOPCO28,,,
MOPCO - Monday Poster Session,MOPCO29,Exploring beam diagnostic performances of cSTART using the KARA booster synchrotron135cSTART is a future storage ring,A. Mochihashi; Schreiber; R. Ruprecht; E. Blomley; J. Steinmann; K. Kaljic; M. Schuh; D. El Khechen; M. Fuchs; E. Huttel; A. Mueller,Karlsruhe Institute of Technology,"currently under development at KIT with the purpose to investigate various non-equilibrium beam conditions and the injection and storage of LPA (Laser Plasma Accelerator) like beams. To understand and control the non-equilibrium beam dynamics at cSTART, various beam diagnostics with demanding specifications are required. The KARA booster has been used as an important tool to explore diagnostics for cSTART due to similarities in parameters, in particular the low electron beam energy (50 MeV) and the relatively high revolution frequency. Several beam diagnostics installed in the booster will be also installed in cSTART, i.e. the BPM readout electronics, the Bunch-by-Bunch (BBB) feedback system, the beam loss detection system, etc. In this context, dedicated beam time was used to test the performances of the different beam diagnostics systems, and to prepare for work around solutions in case of limitations if any. In this paper, we will describe the different experiments, emphasizing the procedures and highlighting the applied analysis. Moreover, we will discuss the obtained results and elaborate on their indications for the cSTART performance., , , , , , , , , , P.  10.18429/JACoW-IBIC2025-MOPCO29 03 Sep 2025 —  —  —",https://meow.elettra.eu/90/pdf/MOPCO29.pdf,True,https://doi.org/10.18429/JACoW-IBIC2025-MOPCO29,,,
MOPCO - Monday Poster Session,MOPCO31,Development of BPM electronics for PIP-II at Fermilab139PIP-II (Proton Improvement Plan-II) is a critical upgrade to,S. Liu; N. Eddy; Semenov,Fermi National Accelerator Laboratory,"the Fermilab accelerator complex. The 800 MeV superconducting linear accelerator will utilize 126 beam position monitors (BPMs) across the Warm Front End (WFE), superconducting linac (SC LINAC), and Beam Transfer Line (BTL). These BPMs provide beam position, phase, timing, and intensity data, meeting stringent physics requirements: 10 µm position resolution, 0.1 mm position accuracy, 1% intensity resolution, 0.3° phase resolution, and 1° phase stability. This paper presents the uTCA4.0-based BPM electronics system. Each AMC with an RTM processes eight signals from two BPMs, with a 12-slot uTCA chassis supporting up to 24 BPMs. The system features 8-channel 250 MSPS ADCs and a Xilinx UltraScale+ SoC FPGA running Linux, facilitating high-speed data transfer via 10 Gigabit Ethernet. Key design aspects include analog signal conditioning, JESD204B routing, clock distribution, and thermal management. FPGA handles BPM signal processing, time tag, digital down-conversion, and phase drift compensation. Performance benchmarks, including position, phase resolution and temperature stability, are validated through dedicated testing., , B. FELLENZ, A.  10.18429/JACoW-IBIC2025-MOPCO31 22 Aug 2025 —  —  —",https://meow.elettra.eu/90/pdf/MOPCO31.pdf,True,https://doi.org/10.18429/JACoW-IBIC2025-MOPCO31,,,
MOPCO - Monday Poster Session,MOPCO32,Development of a fast extraction method for short high intensity pulses at ELSA142Studies concerning the FLASH effect,L. Thome; M. Switka  University; D. Proft; K. Desch,,"for radiation therapy are currently performed at ELSA. The booster synchrotron is used in a preliminary mode of operation to deliver electron beam pulses of 1.2 GeV energy with fixed length of 250 ns to irradiate cell samples. To enable different spill durations ranging from nanoseconds up to several ms in an energy range of 0.8 to 3.2 GeV a fast extraction from the stretcher ring is developed. Therefore a repurposing of the existing injection kickers for extraction is under study to achieve single turn extraction, up to extraction within a few turns. While the effect on the beam dynamics is observed with a streak camera, the measurement of the extracted beam is performed via current and chromox monitors. For longer spill durations, reaching up to ms, the feasibility of multiple concepts for a quicker resonant extraction at ELSA is investigated., , ,  of Bonn 10.18429/JACoW-IBIC2025-MOPCO32 03 Sep 2025 —  —  —",https://meow.elettra.eu/90/pdf/MOPCO32.pdf,True,https://doi.org/10.18429/JACoW-IBIC2025-MOPCO32,,,
MOPCO - Monday Poster Session,MOPCO33,Status of the source of polarized electrons at ELSA with improved laser and electron beam diagnostics145The ELSA,A. Spreitzer  University; M. Switka; K. Desch; D. Proft,,"facility at the University of Bonn uses a storage ring to accelerate polarized electrons up to 3.2 GeV. The photoinjector source is driven by a Ti:Sa laser beam to obtain a high polarization degree (~86%) from a GaAsP strained-layer superlattice crystal photocathode. After a prolonged shutdown of the source we restored its status to fully operational and fine-tuned the laser system, the crystal storage and cleaning apparatus as well as the Linac transfer beamline. The in-house developed diagnostic software FGrabbit has been employed for the analysis of laser and electron beam camera images, providing increased precision and dynamic range in the optimization process. The impact of the crystal cleaning process was studied with spatially resolved quantum efficiency mapping of the photocathode surface., , ,  of Bonn 10.18429/JACoW-IBIC2025-MOPCO33 03 Sep 2025 —  —  —",https://meow.elettra.eu/90/pdf/MOPCO33.pdf,True,https://doi.org/10.18429/JACoW-IBIC2025-MOPCO33,,,
MOPCO - Monday Poster Session,MOPCO34,Development of BPM Electronics for Korean 4th Generation Storage Ring148New BPM electronics have been developed for,Shin; S. Jang,Pohang Accelerator Laboratory,"installation in the storage ring of the 4th Generation Synchrotron Radiation Facility in Ochang, South Korea. Based on the first prototype, two different platforms were utilized for the development of the second prototype. The first version employs an RFSoC-based design, which acquires broadband signals up to 2 GHz using a high-performance 2.5 GS/s ADC, enabling real-time turn-by-turn data measurement. The second version is implemented using a commercial uTCA board along with a newly developed RTM card designed specifically for BPM electronics. This uTCA-based system utilizes a 500 MHz center frequency with a ±10 MHz narrowband AFE RTM card and a 250 MS/s ADC to perform turn-by-turn data acquisition. This paper presents detailed hardware specifications and configurations and provides an in-depth analysis of beam test results conducted at PLS-II., D.  10.18429/JACoW-IBIC2025-MOPCO34 07 Sep 2025 —  —  —",https://meow.elettra.eu/90/pdf/MOPCO34.pdf,True,https://doi.org/10.18429/JACoW-IBIC2025-MOPCO34,,,
MOPCO - Monday Poster Session,MOPCO35,An overview of the beam instrumentations for the CSNS upgradeThe China Spallation Neutron Source (CSNS) is a major,R. Yang  Institute,,"facility for neutron science in China, and is currently operating at an averaged beam power of 170 kW with a beam energy of 1.6 GeV and repetation rate of 25 Hz. In 2024, the CSNS Upgrade project (CSNS-II) was launched with a goal beam power of 500 kW. We will present an overview of the new diagnostics and the corresponding challenges. We will also review the recent R&D activities on the laser-wire monitor system, ionization profile monitor, bunch shape monitors, beam position monitor and the development of the new material such as carbon-nano tube (CNT) wire, florescence wire and low-resistance MCP. of High Energy Physics",https://meow.elettra.eu/90/pdf/MOPCO35.pdf,False,https://doi.org/10.18429/JACoW-IBIC2025-MOPCO35,,,
MOPCO - Monday Poster Session,MOPCO36,Application of convolutional neural networks for pile up correction in single particle counting152An exploration into,Singh; T. Habermann; Kumm,Fulda University of Applied SciencesR; GSI Helmholtz Centre for Heavy Ion Research,"the application of machine learning (ML) approaches to identify pile-ups and correct them in single particle counters at the GSI Helmholtz Centre for Heavy Ion Research in presented. About 100000 particle pulse data from various spills were manually labelled and a convolutional neural network (CNN) was developed to accurately count the number of particles without domain-specific knowledge. This contribution represents proof-of-work for a fast error free automated particle counting system. The identified algorithm was developed with a perspective of implementation into an FPGA., M. .  10.18429/JACoW-IBIC2025-MOPCO36 01 Sep 2025 —  —  —",https://meow.elettra.eu/90/pdf/MOPCO36.pdf,True,https://doi.org/10.18429/JACoW-IBIC2025-MOPCO36,,,
MOPCO - Monday Poster Session,MOPCO37,A Proposed CEBAF Diagnostics UpgradeThe Continuous Electron Beam Facility (CEBAF) has been in operation since 1994. The,Rider,Thomas Jefferson National Accelerator Facility,"accelerator has seen several upgrades to RF and cryogenic systems and capabilities. However, the diagnostics used for beam delivery have remained largely unchanged. With several challenging experiments on the way and obsolescence issues with existing hardware, the time has come to explore a significant upgrade to CEBAF’s diagnostic capabilities. The primary focus for the upgrade will be the development of a next generation beam position monitoring system along with a new accelerator timing and synchronization system. Research and development efforts are underway with prototypes for both systems in testing. Updates, plans, challenges and potential solutions will be presented.N.",https://meow.elettra.eu/90/pdf/MOPCO37.pdf,False,https://doi.org/10.18429/JACoW-IBIC2025-MOPCO37,,,
MOPCO - Monday Poster Session,MOPCO39,Design and Implementation of Embedded System in HIAF Beam Diagnostics SystemThe beam diagnostic system of HIAF includes,J. Wu; Y. Zhang; Z. Li  Institute; H. Xie; Y. Wei; K. Gu; R. Tian  Institute,,"many subsystems, and the self-developed and researched electronic hardware adopts a highly integrated software and hardware architecture.To meet the requirements of beam debugging and measurement as well as user testing and experiments, the author of this paper developed a beam diagnostic embedded system based on EPICS and LACCS.This system fully utilizes whole resources to achieve real-time parameter setting, dynamic monitoring of status quantities, real-time transmission and monitoring of beam waveform data, and processing and storage of beam big data.The system have been online and operate for nearly a thousand sets, and run stably for a long time. The long-term stable operation of the laboratory and the temperature drift is respectively &LT3 um/℃ and 0.02 °/℃，which meet the beam debugging and operation requirements of the HIAF and other accelerator beam diagnosis systems，like SSC-Linac, LEAF, CAFe and PREF. of Modern Physics, Chinese Academy of SciencesG. Zhu, , , , , ,  of Modern Physics",https://meow.elettra.eu/90/pdf/MOPCO39.pdf,False,https://doi.org/10.18429/JACoW-IBIC2025-MOPCO39,,,
MOPCO - Monday Poster Session,MOPCO40,Design of digital acquisition for beam current monitor156As a part of the Proton Improvement Plan – II (PIP-II) at,Berlioz; R. White,Fermi National Accelerator Laboratory,"Fermilab, instrumentation systems are being modernized to take advantage of the higher speeds and ease of use offered by standardized embedded systems like MicroTCA. A rear-transition module (RTM) is being designed to interface with said embedded systems. In each of the four identical channels on the RTM, the differential signal from an alternating-current current transformer (ACCT) transimpedance amplifier will again be amplified by a differential operation-amplifier, then filtered by a low-pass topology. The conditioned signal is then digitized at a maximum of 10MS/s by an analog to digital converter (ADC) integrated circuit. After digitization, the ADC passes the data to an off the shelf AdvancedMC (AMC) Xilinx FPGA module using low voltage differential signals. This paper will describe the simulation of analog circuitry for signal conditioning, simulation of digital signal integrity based on physical design as well as verification of design characteristics critical to signal integrity. This work aims to create a methodology that can be applied to future RTMs requiring application of high-speed digital design principles., J.  10.18429/JACoW-IBIC2025-MOPCO40 29 Aug 2025 —  —  —",https://meow.elettra.eu/90/pdf/MOPCO40.pdf,True,https://doi.org/10.18429/JACoW-IBIC2025-MOPCO40,,,
